chart_week,current_week,title,performer
1991-02-02,4,Sensitivity,Ralph Tresvant
1991-02-02,5,Play That Funky Music,Vanilla Ice
1991-02-09,1,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory
1991-02-09,2,The First Time,Surface
1991-02-09,3,All The Man That I Need,Whitney Houston
1991-02-09,4,Play That Funky Music,Vanilla Ice
1991-02-09,5,Love Will Never Do (Without You),Janet Jackson
1991-02-16,1,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory
1991-02-16,2,All The Man That I Need,Whitney Houston
1991-02-16,3,One More Try,Timmy T.
1991-02-16,4,The First Time,Surface
1991-02-16,5,Someday,Mariah Carey
1991-02-23,1,All The Man That I Need,Whitney Houston
1991-02-23,2,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory
1991-02-23,3,One More Try,Timmy T.
1991-02-23,4,Someday,Mariah Carey
1991-02-23,5,Where Does My Heart Beat Now,Celine Dion
1991-03-02,1,All The Man That I Need,Whitney Houston
1991-03-02,2,Someday,Mariah Carey
1991-03-02,3,One More Try,Timmy T.
1991-03-02,4,Where Does My Heart Beat Now,Celine Dion
1991-03-02,5,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory
1991-03-09,1,Someday,Mariah Carey
1991-03-09,2,One More Try,Timmy T.
1991-03-09,3,All The Man That I Need,Whitney Houston
1991-03-09,4,Where Does My Heart Beat Now,Celine Dion
1991-03-09,5,Show Me The Way,Styx
1991-03-16,1,Someday,Mariah Carey
1991-03-16,2,One More Try,Timmy T.
1991-03-16,3,Show Me The Way,Styx
1991-03-16,4,Coming Out Of The Dark,Gloria Estefan
1991-03-16,5,All This Time,Sting
1991-03-23,1,One More Try,Timmy T.
1991-03-23,2,Someday,Mariah Carey
1991-03-23,3,Coming Out Of The Dark,Gloria Estefan
1991-03-23,4,This House,Tracie Spencer
1991-03-23,5,Get Here,Oleta Adams
1991-03-30,1,Coming Out Of The Dark,Gloria Estefan
1991-03-30,2,One More Try,Timmy T.
1991-03-30,3,This House,Tracie Spencer
1991-03-30,4,Hold You Tight,Tara Kemp
1991-03-30,5,I've Been Thinking About You,Londonbeat
1991-04-06,1,Coming Out Of The Dark,Gloria Estefan
1991-04-06,2,I've Been Thinking About You,Londonbeat
1991-04-06,3,You're In Love,Wilson Phillips
1991-04-06,4,Hold You Tight,Tara Kemp
1991-04-06,5,Sadeness Part 1,Enigma
1991-04-13,1,I've Been Thinking About You,Londonbeat
1991-04-13,2,You're In Love,Wilson Phillips
1991-04-13,3,Hold You Tight,Tara Kemp
1991-04-13,4,Baby Baby,Amy Grant
1991-04-13,5,Sadeness Part 1,Enigma
1991-04-20,1,You're In Love,Wilson Phillips
1991-04-20,2,Baby Baby,Amy Grant
1991-04-20,3,I've Been Thinking About You,Londonbeat
1991-04-20,4,Hold You Tight,Tara Kemp
1991-04-20,5,Joyride,Roxette
1991-04-27,1,Baby Baby,Amy Grant
1991-04-27,2,Joyride,Roxette
1991-04-27,3,You're In Love,Wilson Phillips
1991-04-27,4,I Like The Way (The Kissing Game),Hi-Five
1991-04-27,5,Here We Go,C+C Music Factory/F. Williams
1991-05-04,1,Baby Baby,Amy Grant
1991-05-04,2,Joyride,Roxette
1991-05-04,3,I Like The Way (The Kissing Game),Hi-Five
1991-05-04,4,Here We Go,C+C Music Factory/F. Williams
1991-05-04,5,Touch Me (All Night Long),Cathy Dennis
1991-05-11,1,Joyride,Roxette
1991-05-11,2,Baby Baby,Amy Grant
1991-05-11,3,I Like The Way (The Kissing Game),Hi-Five
1991-05-11,4,Here We Go,C+C Music Factory/F. Williams
1991-05-11,5,Touch Me (All Night Long),Cathy Dennis
1991-05-18,1,I Like The Way (The Kissing Game),Hi-Five
1991-05-18,2,Touch Me (All Night Long),Cathy Dennis
1991-05-18,3,Here We Go,C+C Music Factory/F. Williams
1991-05-18,4,I Touch Myself,Divinyls
1991-05-18,5,Rhythm Of My Heart,Rod Stewart
1991-05-25,1,I Don't Wanna Cry,Mariah Carey
1991-05-25,2,Touch Me (All Night Long),Cathy Dennis
1991-05-25,3,More Than Words,Extreme
1991-05-25,4,I Like The Way (The Kissing Game),Hi-Five
1991-05-25,5,Rhythm Of My Heart,Rod Stewart
1991-06-01,1,I Don't Wanna Cry,Mariah Carey
1991-06-01,2,More Than Words,Extreme
1991-06-01,3,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd
1991-06-01,4,Love Is A Wonderful Thing,Michael Bolton
1991-06-01,5,Rush Rush,Paula Abdul
1991-06-08,1,More Than Words,Extreme
1991-06-08,2,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd
1991-06-08,3,Rush Rush,Paula Abdul
1991-06-08,4,I Don't Wanna Cry,Mariah Carey
1991-06-08,5,Love Is A Wonderful Thing,Michael Bolton
1991-06-15,1,Rush Rush,Paula Abdul
1991-06-15,2,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd
1991-06-15,3,More Than Words,Extreme
1991-06-15,4,Love Is A Wonderful Thing,Michael Bolton
1991-06-15,5,Losing My Religion,R.E.M.
1991-06-22,1,Rush Rush,Paula Abdul
1991-06-22,2,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd
1991-06-22,3,More Than Words,Extreme
1991-06-22,4,Losing My Religion,R.E.M.
1991-06-22,5,Love Is A Wonderful Thing,Michael Bolton
1991-06-29,1,Rush Rush,Paula Abdul
1991-06-29,2,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd
1991-06-29,3,Unbelievable,EMF
1991-06-29,4,Power Of Love/Love Power,Luther Vandross
1991-06-29,5,Losing My Religion,R.E.M.
1991-07-06,1,Rush Rush,Paula Abdul
1991-07-06,2,Unbelievable,EMF
1991-07-06,3,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd
1991-07-06,4,Power Of Love/Love Power,Luther Vandross
1991-07-06,5,"Right Here, Right Now",Jesus Jones
1991-07-13,1,Rush Rush,Paula Abdul
1991-07-13,2,Unbelievable,EMF
1991-07-13,3,"Right Here, Right Now",Jesus Jones
1991-07-13,4,"I Wanna Sex You Up (From ""New Jack City"")",Color Me Badd
1991-07-13,5,Power Of Love/Love Power,Luther Vandross
1991-07-20,1,Unbelievable,EMF
1991-07-20,2,Rush Rush,Paula Abdul
1991-07-20,3,"Right Here, Right Now",Jesus Jones
1991-07-20,4,(Everything I Do) I Do It For You,Bryan Adams
1991-07-20,5,P.A.S.S.I.O.N.,Rhythm Syndicate
1991-07-27,1,(Everything I Do) I Do It For You,Bryan Adams
1991-07-27,2,"Right Here, Right Now",Jesus Jones
1991-07-27,3,Unbelievable,EMF
1991-07-27,4,P.A.S.S.I.O.N.,Rhythm Syndicate
1991-07-27,5,Summertime,D.J. Jazzy Jeff & The Fresh Prince
1991-08-03,1,(Everything I Do) I Do It For You,Bryan Adams
1991-08-03,2,P.A.S.S.I.O.N.,Rhythm Syndicate
1991-08-03,3,"Right Here, Right Now",Jesus Jones
1991-08-03,4,Summertime,D.J. Jazzy Jeff & The Fresh Prince
1991-08-03,5,Every Heartbeat,Amy Grant
1991-08-10,1,(Everything I Do) I Do It For You,Bryan Adams
1991-08-10,2,P.A.S.S.I.O.N.,Rhythm Syndicate
1991-08-10,3,Every Heartbeat,Amy Grant
1991-08-10,4,Summertime,D.J. Jazzy Jeff & The Fresh Prince
1991-08-10,5,It Ain't Over 'til It's Over,Lenny Kravitz
1991-08-17,1,(Everything I Do) I Do It For You,Bryan Adams
1991-08-17,2,Every Heartbeat,Amy Grant
1991-08-17,3,It Ain't Over 'til It's Over,Lenny Kravitz
1991-08-17,4,Summertime,D.J. Jazzy Jeff & The Fresh Prince
1991-08-17,5,Fading Like A Flower (Every Time You Leave),Roxette
1991-08-24,1,(Everything I Do) I Do It For You,Bryan Adams
1991-08-24,2,It Ain't Over 'til It's Over,Lenny Kravitz
1991-08-24,3,Every Heartbeat,Amy Grant
1991-08-24,4,Fading Like A Flower (Every Time You Leave),Roxette
1991-08-24,5,Summertime,D.J. Jazzy Jeff & The Fresh Prince
1991-08-31,1,(Everything I Do) I Do It For You,Bryan Adams
1991-08-31,2,Fading Like A Flower (Every Time You Leave),Roxette
1991-08-31,3,It Ain't Over 'til It's Over,Lenny Kravitz
1991-08-31,4,Wind Of Change,Scorpions
1991-08-31,5,The Promise Of A New Day,Paula Abdul
1991-09-07,1,(Everything I Do) I Do It For You,Bryan Adams
1991-09-07,2,The Promise Of A New Day,Paula Abdul
1991-09-07,3,Motownphilly,Boyz II Men
1991-09-07,4,Things That Make You Go Hmmmm. . .,C+C Music Factory
1991-09-07,5,3 A.M. Eternal,The KLF
1991-09-14,1,The Promise Of A New Day,Paula Abdul
1991-09-14,2,I Adore Mi Amor,Color Me Badd
1991-09-14,3,(Everything I Do) I Do It For You,Bryan Adams
1991-09-14,4,Motownphilly,Boyz II Men
1991-09-14,5,Things That Make You Go Hmmmm. . .,C+C Music Factory
1991-09-21,1,I Adore Mi Amor,Color Me Badd
1991-09-21,2,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway
1991-09-21,3,Motownphilly,Boyz II Men
1991-09-21,4,Things That Make You Go Hmmmm. . .,C+C Music Factory
1991-09-21,5,The Promise Of A New Day,Paula Abdul
1991-09-28,1,I Adore Mi Amor,Color Me Badd
1991-09-28,2,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway
1991-09-28,3,Motownphilly,Boyz II Men
1991-09-28,4,Emotions,Mariah Carey
1991-09-28,5,Love Of A Lifetime,Firehouse
1991-10-05,1,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway
1991-10-05,2,I Adore Mi Amor,Color Me Badd
1991-10-05,3,Emotions,Mariah Carey
1991-10-05,4,Do Anything,Natural Selection
1991-10-05,5,Love Of A Lifetime,Firehouse
1991-10-12,1,Emotions,Mariah Carey
1991-10-12,2,Good Vibrations,Marky Mark & The Funky Bunch Featuring Loleatta Holloway
1991-10-12,3,Do Anything,Natural Selection
1991-10-12,4,I Adore Mi Amor,Color Me Badd
1991-10-12,5,Romantic,Karyn White
1991-10-19,1,Emotions,Mariah Carey
1991-10-19,2,Do Anything,Natural Selection
1991-10-19,3,Romantic,Karyn White
1991-10-19,4,Hole Hearted,Extreme
1991-10-19,5,Something To Talk About,Bonnie Raitt
1991-10-26,1,Emotions,Mariah Carey
1991-10-26,2,Do Anything,Natural Selection
1991-10-26,3,Romantic,Karyn White
1991-10-26,4,Hole Hearted,Extreme
1991-10-26,5,Can't Stop This Thing We Started,Bryan Adams
1991-11-02,1,Romantic,Karyn White
1991-11-02,2,Emotions,Mariah Carey
1991-11-02,3,Cream,Prince And The N.P.G.
1991-11-02,4,Do Anything,Natural Selection
1991-11-02,5,Can't Stop This Thing We Started,Bryan Adams
1991-11-09,1,Cream,Prince And The N.P.G.
1991-11-09,2,Romantic,Karyn White
1991-11-09,3,Can't Stop This Thing We Started,Bryan Adams
1991-11-09,4,Real Real Real,Jesus Jones
1991-11-09,5,When A Man Loves A Woman,Michael Bolton
1991-11-16,1,Cream,Prince And The N.P.G.
1991-11-16,2,Can't Stop This Thing We Started,Bryan Adams
1991-11-16,3,When A Man Loves A Woman,Michael Bolton
1991-11-16,4,It's So Hard To Say Goodbye To Yesterday,Boyz II Men
1991-11-16,5,Set Adrift On Memory Bliss,P.M. Dawn
1991-11-23,1,When A Man Loves A Woman,Michael Bolton
1991-11-23,2,Cream,Prince And The N.P.G.
1991-11-23,3,Set Adrift On Memory Bliss,P.M. Dawn
1991-11-23,4,It's So Hard To Say Goodbye To Yesterday,Boyz II Men
1991-11-23,5,Can't Stop This Thing We Started,Bryan Adams
1991-11-30,1,Set Adrift On Memory Bliss,P.M. Dawn
1991-11-30,2,When A Man Loves A Woman,Michael Bolton
1991-11-30,3,Black Or White,Michael Jackson
1991-11-30,4,It's So Hard To Say Goodbye To Yesterday,Boyz II Men
1991-11-30,5,Cream,Prince And The N.P.G.
1991-12-07,1,Black Or White,Michael Jackson
1991-12-07,2,When A Man Loves A Woman,Michael Bolton
1991-12-07,3,Set Adrift On Memory Bliss,P.M. Dawn
1991-12-07,4,It's So Hard To Say Goodbye To Yesterday,Boyz II Men
1991-12-07,5,All 4 Love,Color Me Badd
1991-12-14,1,Black Or White,Michael Jackson
1991-12-14,2,It's So Hard To Say Goodbye To Yesterday,Boyz II Men
1991-12-14,3,Set Adrift On Memory Bliss,P.M. Dawn
1991-12-14,4,When A Man Loves A Woman,Michael Bolton
1991-12-14,5,All 4 Love,Color Me Badd
1991-12-21,1,Black Or White,Michael Jackson
1991-12-21,2,It's So Hard To Say Goodbye To Yesterday,Boyz II Men
1991-12-21,3,All 4 Love,Color Me Badd
1991-12-21,4,Set Adrift On Memory Bliss,P.M. Dawn
1991-12-21,5,When A Man Loves A Woman,Michael Bolton
1991-12-28,1,Black Or White,Michael Jackson
1991-12-28,2,It's So Hard To Say Goodbye To Yesterday,Boyz II Men
1991-12-28,3,All 4 Love,Color Me Badd
1991-12-28,4,Set Adrift On Memory Bliss,P.M. Dawn
1991-12-28,5,When A Man Loves A Woman,Michael Bolton
1992-01-04,1,Black Or White,Michael Jackson
1992-01-04,2,It's So Hard To Say Goodbye To Yesterday,Boyz II Men
1992-01-04,3,All 4 Love,Color Me Badd
1992-01-04,4,Can't Let Go,Mariah Carey
1992-01-04,5,Set Adrift On Memory Bliss,P.M. Dawn
1992-01-11,1,Black Or White,Michael Jackson
1992-01-11,2,All 4 Love,Color Me Badd
1992-01-11,3,Can't Let Go,Mariah Carey
1992-01-11,4,It's So Hard To Say Goodbye To Yesterday,Boyz II Men
1992-01-11,5,2 Legit 2 Quit,M.C. Hammer
1992-01-18,1,Black Or White,Michael Jackson
1992-01-18,2,All 4 Love,Color Me Badd
1992-01-18,3,Can't Let Go,Mariah Carey
1992-01-18,4,Don't Let The Sun Go Down On Me,George Michael/Elton John
1992-01-18,5,Finally,CeCe Peniston
1992-01-25,1,All 4 Love,Color Me Badd
1992-01-25,2,Can't Let Go,Mariah Carey
1992-01-25,3,Don't Let The Sun Go Down On Me,George Michael/Elton John
1992-01-25,4,Black Or White,Michael Jackson
1992-01-25,5,Finally,CeCe Peniston
1992-02-01,1,Don't Let The Sun Go Down On Me,George Michael/Elton John
1992-02-01,2,I Love Your Smile,Shanice
1992-02-01,3,All 4 Love,Color Me Badd
1992-02-01,4,Diamonds And Pearls,Prince And The N.P.G.
1992-02-01,5,Can't Let Go,Mariah Carey
1992-02-08,1,I'm Too Sexy,Right Said Fred
1992-02-08,2,I Love Your Smile,Shanice
1992-02-08,3,Don't Let The Sun Go Down On Me,George Michael/Elton John
1992-02-08,4,Diamonds And Pearls,Prince And The N.P.G.
1992-02-08,5,All 4 Love,Color Me Badd
1992-02-15,1,I'm Too Sexy,Right Said Fred
1992-02-15,2,I Love Your Smile,Shanice
1992-02-15,3,Diamonds And Pearls,Prince And The N.P.G.
1992-02-15,4,Don't Let The Sun Go Down On Me,George Michael/Elton John
1992-02-15,5,To Be With You,Mr. Big
1992-02-22,1,I'm Too Sexy,Right Said Fred
1992-02-22,2,To Be With You,Mr. Big
1992-02-22,3,I Love Your Smile,Shanice
1992-02-22,4,Diamonds And Pearls,Prince And The N.P.G.
1992-02-22,5,Remember The Time,Michael Jackson
1992-02-29,1,To Be With You,Mr. Big
1992-02-29,2,I'm Too Sexy,Right Said Fred
1992-02-29,3,I Love Your Smile,Shanice
1992-02-29,4,Remember The Time,Michael Jackson
1992-02-29,5,Diamonds And Pearls,Prince And The N.P.G.
1992-03-07,1,To Be With You,Mr. Big
1992-03-07,2,I'm Too Sexy,Right Said Fred
1992-03-07,3,Remember The Time,Michael Jackson
1992-03-07,4,I Love Your Smile,Shanice
1992-03-07,5,Save The Best For Last,Vanessa Williams
1992-03-14,1,To Be With You,Mr. Big
1992-03-14,2,I'm Too Sexy,Right Said Fred
1992-03-14,3,Remember The Time,Michael Jackson
1992-03-14,4,Save The Best For Last,Vanessa Williams
1992-03-14,5,Tears In Heaven,Eric Clapton
1992-03-21,1,Save The Best For Last,Vanessa Williams
1992-03-21,2,To Be With You,Mr. Big
1992-03-21,3,Tears In Heaven,Eric Clapton
1992-03-21,4,Remember The Time,Michael Jackson
1992-03-21,5,I'm Too Sexy,Right Said Fred
1992-03-28,1,Save The Best For Last,Vanessa Williams
1992-03-28,2,Tears In Heaven,Eric Clapton
1992-03-28,3,Remember The Time,Michael Jackson
1992-03-28,4,To Be With You,Mr. Big
1992-03-28,5,I'm Too Sexy,Right Said Fred
1992-04-04,1,Save The Best For Last,Vanessa Williams
1992-04-04,2,Tears In Heaven,Eric Clapton
1992-04-04,3,Remember The Time,Michael Jackson
1992-04-04,4,Masterpiece,Atlantic Starr
1992-04-04,5,To Be With You,Mr. Big
1992-04-11,1,Save The Best For Last,Vanessa Williams
1992-04-11,2,Tears In Heaven,Eric Clapton
1992-04-11,3,Masterpiece,Atlantic Starr
1992-04-11,4,Remember The Time,Michael Jackson
1992-04-11,5,Make It Happen,Mariah Carey
1992-04-18,1,Save The Best For Last,Vanessa Williams
1992-04-18,2,Tears In Heaven,Eric Clapton
1992-04-18,3,Jump,Kris Kross
1992-04-18,4,Bohemian Rhapsody,Queen
1992-04-18,5,Masterpiece,Atlantic Starr
1992-04-25,1,Jump,Kris Kross
1992-04-25,2,Save The Best For Last,Vanessa Williams
1992-04-25,3,Tears In Heaven,Eric Clapton
1992-04-25,4,Bohemian Rhapsody,Queen
1992-04-25,5,My Lovin' (You're Never Gonna Get It),En Vogue
1992-05-02,1,Jump,Kris Kross
1992-05-02,2,Save The Best For Last,Vanessa Williams
1992-05-02,3,Tears In Heaven,Eric Clapton
1992-05-02,4,Bohemian Rhapsody,Queen
1992-05-02,5,My Lovin' (You're Never Gonna Get It),En Vogue
1992-05-09,1,Jump,Kris Kross
1992-05-09,2,Bohemian Rhapsody,Queen
1992-05-09,3,Save The Best For Last,Vanessa Williams
1992-05-09,4,Tears In Heaven,Eric Clapton
1992-05-09,5,My Lovin' (You're Never Gonna Get It),En Vogue
1992-05-16,1,Jump,Kris Kross
1992-05-16,2,My Lovin' (You're Never Gonna Get It),En Vogue
1992-05-16,3,Bohemian Rhapsody,Queen
1992-05-16,4,Save The Best For Last,Vanessa Williams
1992-05-16,5,Live And Learn,Joe Public
1992-05-23,1,Jump,Kris Kross
1992-05-23,2,My Lovin' (You're Never Gonna Get It),En Vogue
1992-05-23,3,Under The Bridge,Red Hot Chili Peppers
1992-05-23,4,Live And Learn,Joe Public
1992-05-23,5,Bohemian Rhapsody,Queen
1992-05-30,1,Jump,Kris Kross
1992-05-30,2,My Lovin' (You're Never Gonna Get It),En Vogue
1992-05-30,3,Under The Bridge,Red Hot Chili Peppers
1992-05-30,4,Live And Learn,Joe Public
1992-05-30,5,Baby Got Back,Sir Mix-A-Lot
1992-06-06,1,Jump,Kris Kross
1992-06-06,2,Under The Bridge,Red Hot Chili Peppers
1992-06-06,3,My Lovin' (You're Never Gonna Get It),En Vogue
1992-06-06,4,I'll Be There,Mariah Carey
1992-06-06,5,Baby Got Back,Sir Mix-A-Lot
1992-06-13,1,Jump,Kris Kross
1992-06-13,2,I'll Be There,Mariah Carey
1992-06-13,3,Under The Bridge,Red Hot Chili Peppers
1992-06-13,4,Baby Got Back,Sir Mix-A-Lot
1992-06-13,5,My Lovin' (You're Never Gonna Get It),En Vogue
1992-06-20,1,I'll Be There,Mariah Carey
1992-06-20,2,Baby Got Back,Sir Mix-A-Lot
1992-06-20,3,Jump,Kris Kross
1992-06-20,4,Under The Bridge,Red Hot Chili Peppers
1992-06-20,5,My Lovin' (You're Never Gonna Get It),En Vogue
1992-06-27,1,I'll Be There,Mariah Carey
1992-06-27,2,Baby Got Back,Sir Mix-A-Lot
1992-06-27,3,Under The Bridge,Red Hot Chili Peppers
1992-06-27,4,Jump,Kris Kross
1992-06-27,5,Damn I Wish I Was Your Lover,Sophie B. Hawkins
1992-07-04,1,Baby Got Back,Sir Mix-A-Lot
1992-07-04,2,I'll Be There,Mariah Carey
1992-07-04,3,Under The Bridge,Red Hot Chili Peppers
1992-07-04,4,Jump,Kris Kross
1992-07-04,5,If You Asked Me To,Celine Dion
1992-07-11,1,Baby Got Back,Sir Mix-A-Lot
1992-07-11,2,I'll Be There,Mariah Carey
1992-07-11,3,Under The Bridge,Red Hot Chili Peppers
1992-07-11,4,If You Asked Me To,Celine Dion
1992-07-11,5,Damn I Wish I Was Your Lover,Sophie B. Hawkins
1992-07-18,1,Baby Got Back,Sir Mix-A-Lot
1992-07-18,2,I'll Be There,Mariah Carey
1992-07-18,3,Under The Bridge,Red Hot Chili Peppers
1992-07-18,4,Achy Breaky Heart,Billy Ray Cyrus
1992-07-18,5,Baby-Baby-Baby,TLC
1992-07-25,1,Baby Got Back,Sir Mix-A-Lot
1992-07-25,2,This Used To Be My Playground,Madonna
1992-07-25,3,Baby-Baby-Baby,TLC
1992-07-25,4,Achy Breaky Heart,Billy Ray Cyrus
1992-07-25,5,I'll Be There,Mariah Carey
1992-08-01,1,Baby Got Back,Sir Mix-A-Lot
1992-08-01,2,This Used To Be My Playground,Madonna
1992-08-01,3,Baby-Baby-Baby,TLC
1992-08-01,4,Achy Breaky Heart,Billy Ray Cyrus
1992-08-01,5,Just Another Day,Jon Secada
1992-08-08,1,This Used To Be My Playground,Madonna
1992-08-08,2,Baby Got Back,Sir Mix-A-Lot
1992-08-08,3,Baby-Baby-Baby,TLC
1992-08-08,4,"End Of The Road (From ""Boomerang"")",Boyz II Men
1992-08-08,5,November Rain,Guns N' Roses
1992-08-15,1,"End Of The Road (From ""Boomerang"")",Boyz II Men
1992-08-15,2,Baby-Baby-Baby,TLC
1992-08-15,3,This Used To Be My Playground,Madonna
1992-08-15,4,Baby Got Back,Sir Mix-A-Lot
1992-08-15,5,November Rain,Guns N' Roses
1992-08-22,1,"End Of The Road (From ""Boomerang"")",Boyz II Men
1992-08-22,2,Baby-Baby-Baby,TLC
1992-08-22,3,This Used To Be My Playground,Madonna
1992-08-22,4,November Rain,Guns N' Roses
1992-08-22,5,Baby Got Back,Sir Mix-A-Lot
1992-08-29,1,"End Of The Road (From ""Boomerang"")",Boyz II Men
1992-08-29,2,Baby-Baby-Baby,TLC
1992-08-29,3,November Rain,Guns N' Roses
1992-08-29,4,This Used To Be My Playground,Madonna
1992-08-29,5,Baby Got Back,Sir Mix-A-Lot
1992-09-05,1,"End Of The Road (From ""Boomerang"")",Boyz II Men
1992-09-05,2,Baby-Baby-Baby,TLC
1992-09-05,3,November Rain,Guns N' Roses
1992-09-05,4,Humpin' Around,Bobby Brown
1992-09-05,5,This Used To Be My Playground,Madonna
1992-09-12,1,"End Of The Road (From ""Boomerang"")",Boyz II Men
1992-09-12,2,Baby-Baby-Baby,TLC
1992-09-12,3,Humpin' Around,Bobby Brown
1992-09-12,4,November Rain,Guns N' Roses
1992-09-12,5,Stay,Shakespear's Sister
1992-09-19,1,"End Of The Road (From ""Boomerang"")",Boyz II Men
1992-09-19,2,Baby-Baby-Baby,TLC
1992-09-19,3,Humpin' Around,Bobby Brown
1992-09-19,4,Stay,Shakespear's Sister
1992-09-19,5,November Rain,Guns N' Roses
1992-09-26,1,"End Of The Road (From ""Boomerang"")",Boyz II Men
1992-09-26,2,Sometimes Love Just Ain't Enough,Patty Smyth
1992-09-26,3,Baby-Baby-Baby,TLC
1992-09-26,4,Humpin' Around,Bobby Brown
1992-09-26,5,November Rain,Guns N' Roses
1992-10-03,1,"End Of The Road (From ""Boomerang"")",Boyz II Men
1992-10-03,2,Sometimes Love Just Ain't Enough,Patty Smyth
1992-10-03,3,Humpin' Around,Bobby Brown
1992-10-03,4,Baby-Baby-Baby,TLC
1992-10-03,5,Jump Around,House Of Pain
1992-10-10,1,"End Of The Road (From ""Boomerang"")",Boyz II Men
1992-10-10,2,Sometimes Love Just Ain't Enough,Patty Smyth
1992-10-10,3,Jump Around,House Of Pain
1992-10-10,4,Humpin' Around,Bobby Brown
1992-10-10,5,Baby-Baby-Baby,TLC
1992-10-17,1,"End Of The Road (From ""Boomerang"")",Boyz II Men
1992-10-17,2,Sometimes Love Just Ain't Enough,Patty Smyth
1992-10-17,3,Jump Around,House Of Pain
1992-10-17,4,Humpin' Around,Bobby Brown
1992-10-17,5,She's Playing Hard To Get,Hi-Five
1992-10-24,1,"End Of The Road (From ""Boomerang"")",Boyz II Men
1992-10-24,2,Sometimes Love Just Ain't Enough,Patty Smyth
1992-10-24,3,Erotica,Madonna
1992-10-24,4,"I'd Die Without You (From ""Boomerang"")",P.M. Dawn
1992-10-24,5,Jump Around,House Of Pain
